"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.common.name","Missing.info","Typical.host","Host.no","Def.int","Facultative","Stage","Asexual","Site","Host.habitat","Vert.group","Remark","Author","Year","Journal","Volume","Pages"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Platyceps najadum","slender whip snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Podarcis muralis","wall lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Stellagama stellio","lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Tarentola mauritanica","gecko",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Telescopus fallax","european catsnake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Trapelus ruderatus","lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Varanus griseus","desert monitor",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Canis aureus","golden jackal",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Jones","1983","Syst. Parasitol.","5","203-213"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Canis familiaris","dog",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Canis lupus","gray wolf",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Felis catus","cat",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Felis silvestris","wild cat",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Jones","1983","Syst. Parasitol.","5","203-213"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Leptailurus serval","serval",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Lynx pardinus","iberian lynx",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Millan and Casanova","2007","J. Helminthol.","81","377-380"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Vulpes vulpes","red fox",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Dalimi et al.","2006","Vet. Parasitol.","142","129-133"
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Coenagrion puella","damselfly larva",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"Jarecka 1960 was able to infect copepods with eggs from worms from a grebe, but was doubtful that this was the same species that is found in dragonfly naiads","Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Enallagma cyathigerum","blue damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Pyrrhosoma nymphula","red damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"formerly in genus Tatria; see Vasileva et al. 2003","Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Podiceps cristatus","great-creasted grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Podiceps nigricollis","black-necked grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Joyeuxilepis acanthorhyncha","Joyeuxilepis","cestode","Tachybaptus ruficollis","little grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Coenagrion hastulatum","northern damselfly",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Coenagrion lunulatum","crescent blue",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"listed as C. vernale","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Coenagrion puella","azure damselfly",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Coenagrion pulchellum","variable damselfly",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Enallagma cyathigerum","blue damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Ischnura elegans","blue-tailed damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Ischnura pumilio","small bluetail damselfly",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Lestes dryas","emerald spreadwing",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Lestes sponsa","common spreadwing",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Lestes virens","small spreadwing",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Pyrrhosoma nymphula","red damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"formerly in genus Tatria; see Vasileva et al. 2003","Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Sympetrum depressiusculum","spotted darter",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Sympetrum sanguineum","ruddy darter",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Sympetrum vulgatum","vagrant darter",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"12 of 58 odonate species examined were infected","Pavlyuk","1980","Voprosy parazitologii vodnykh bespozvonochnykh zhivotnykh",NA,"81-83"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Aechmophorus occidentalis","western grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Stock and Holmes","1987","Can. J. Zool.","65","669-676"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Podiceps auritus","horned grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Stock and Holmes","1987","Can. J. Zool.","65","669-676"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Podiceps cristatus","great-creasted grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Podiceps grisegena","red-necked grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Stock and Holmes","1987","Can. J. Zool.","65","669-676"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Podiceps nigricollis","black-necked grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Stock and Holmes","1987","Can. J. Zool.","65","669-676"
"Joyeuxilepis decacantha","Joyeuxilepis","cestode","Tachybaptus ruficollis","little grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird","Vasileva et al. 2003 thought Rees was dealing with a different species","Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis octacantha","Joyeuxilepis","cestode","Enallagma cyathigerum","blue damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis octacantha","Joyeuxilepis","cestode","Pyrrhosoma nymphula","red damselfly naiad",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"formerly in genus Tatria; see Vasileva et al. 2003","Rees","1973","Parasitology","66","423-446"
"Joyeuxilepis octacantha","Joyeuxilepis","cestode","Tachybaptus ruficollis","little grebe",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Rees","1973","Parasitology","66","423-446"
"Khawia armeniaca","Khawia","cestode","Potamothrix hammoniensis","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Poddubnaya and Karen 2003","Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia armeniaca","Khawia","cestode","Capoeta capoeta","capoeta",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia armeniaca","Khawia","cestode","Capoeta damascina","capoeta",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia armeniaca","Khawia","cestode","Carasobarbus luteus","capoeta",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia armeniaca","Khawia","cestode","Luciobarbus bocagei","capoeta",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia baltica","Khawia","cestode","Tubifex tubifex","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Scholz","1993","Folia Parasitol.","40","99-103"
"Khawia baltica","Khawia","cestode","Tinca tinca","tench",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz","1993","Folia Parasitol.","40","99-103"
"Khawia japonensis","Khawia","cestode","Aulodrilus pigueti","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"K. iowensis was synonomized with K. japonensis by Scholz et al. (2011)","Sutherland","1981","PhD thesis, Iowa State University",NA,NA
"Khawia japonensis","Khawia","cestode","Limnodrilus udekemianus","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Demshin","1978","Parazitologiya","12","493-496"
"Khawia japonensis","Khawia","cestode","Cyprinus carpio","carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Sutherland","1981","PhD thesis, Iowa State University",NA,NA
"Khawia parva","Khawia","cestode","Limnodrilus udekemianus","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia parva","Khawia","cestode","Carassius auratus","goldfish",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia parva","Khawia","cestode","Carassius carassius","crucian carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia parva","Khawia","cestode","Carassius gibelio","prussian carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2011","Folia Parasitol.","58","197-223"
"Khawia sinensis","Khawia","cestode","Limnodrilus hoffmeisteri","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Scholz","1991","Folia Parasitol.","38","133-142"
"Khawia sinensis","Khawia","cestode","Limnodrilus udekemianus","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Scholz","1991","Folia Parasitol.","38","133-142"
"Khawia sinensis","Khawia","cestode","Tubifex tubifex","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Scholz","1991","Folia Parasitol.","38","133-142"
"Khawia sinensis","Khawia","cestode","Abramis brama","bream",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Sobecka and Slominska","2007","Helminthologia","44","188-192"
"Khawia sinensis","Khawia","cestode","Ctenopharyngodon idella","grass carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz","1991","Folia Parasitol.","38","133-142"
"Khawia sinensis","Khawia","cestode","Cyprinus carpio","carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz","1991","Folia Parasitol.","38","133-142"
"Labiostrongylus eugenii","Labiostrongylus","nematode","Macropus eugenii","tammar wallaby",0,"typical",1,"def","no","adult","none","stomach","terrestrial","mammal",NA,"Smales","1977","Int. J. Parasitol.","7","449-456"
"Lacistorhynchus dollfusi","Lacistorhynchus","cestode","Tigriopus californicus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"L. tenuis was redescribed as L. dollfusi by Beveridge and Sakanari 1987; L.tenuis in Atlantic, L.dollfusi in Pacific","Mudry and Dailey,","1971","Can. J. Zool.","49","1249-1253"
"Lacistorhynchus dollfusi","Lacistorhynchus","cestode","Citharichthys sordidus","sanddab",0,"typical",2,"int","no","2larv","none","muscles","marine","fish",NA,"Hogue and Swig","2007","J. Fish Biol.","70","231-242"
"Lacistorhynchus dollfusi","Lacistorhynchus","cestode","Clupea harengus","pacific herring",0,"typical",2,"int","no","2larv","none","muscles","marine","fish",NA,"Sakanari and Moser","1985","J. Parasitol.","71","583-587"
